,seqname,source,feature,start,end,score,strand,frame,ID,Dbxref,Is_circular,Name,gbkey,genome,mol_type,strain,sub-species,gene,gene_biotype,locus_tag,Parent,product,protein_id,transl_table,Note,description,mobile_element_type,gene_synonym
2866,CP006706.1,Genbank,CDS,1556327,1557316,,-,0,cds-AGU55264.1,NCBI_GP:AGU55264.1,,AGU55264.1,CDS,,,,,,,RSAU_001438,gene-RSAU_001438,hypothetical protein,AGU55264.1,11,,,,
2867,CP006706.1,Genbank,gene,1557334,1558041,,-,,gene-RSAU_001439,,,yqeZ,Gene,,,,,yqeZ,protein_coding,RSAU_001439,,,,,,,,
2868,CP006706.1,Genbank,CDS,1557334,1558041,,-,0,cds-AGU55265.1,NCBI_GP:AGU55265.1,,AGU55265.1,CDS,,,,,yqeZ,,RSAU_001439,gene-RSAU_001439,ClpP class membrane-bound serine protease%2C putative,AGU55265.1,11,,,,
2869,CP006706.1,Genbank,gene,1558260,1558436,,-,,gene-RSAU_001440,,,rpsU,Gene,,,,,rpsU,protein_coding,RSAU_001440,,,,,,,,
2870,CP006706.1,Genbank,CDS,1558260,1558436,,-,0,cds-AGU55266.1,NCBI_GP:AGU55266.1,,AGU55266.1,CDS,,,,,rpsU,,RSAU_001440,gene-RSAU_001440,30S ribosomal protein S21,AGU55266.1,11,,,,
2871,CP006706.1,Genbank,gene,1558729,1560075,,-,,gene-RSAU_001441,,,RSAU_001441,Gene,,,,,,protein_coding,RSAU_001441,,,,,,,,
2872,CP006706.1,Genbank,CDS,1558729,1560075,,-,0,cds-AGU55267.1,NCBI_GP:AGU55267.1,,AGU55267.1,CDS,,,,,,,RSAU_001441,gene-RSAU_001441,2-methylthioadenine synthetase%2C putative,AGU55267.1,11,,,,
2873,CP006706.1,Genbank,gene,1560082,1560834,,-,,gene-RSAU_001442,,,rsmE,Gene,,,,,rsmE,protein_coding,RSAU_001442,,,,,,,,
2874,CP006706.1,Genbank,CDS,1560082,1560834,,-,0,cds-AGU55268.1,NCBI_GP:AGU55268.1,,AGU55268.1,CDS,,,,,rsmE,,RSAU_001442,gene-RSAU_001442,16S ribosomal RNA methyltransferase%2C putative,AGU55268.1,11,,,,
2875,CP006706.1,Genbank,gene,1560836,1561774,,-,,gene-RSAU_001443,,,prmA,Gene,,,,,prmA,protein_coding,RSAU_001443,,,,,,,,
2876,CP006706.1,Genbank,CDS,1560836,1561774,,-,0,cds-AGU55269.1,NCBI_GP:AGU55269.1,,AGU55269.1,CDS,,,,,prmA,,RSAU_001443,gene-RSAU_001443,ribosomal protein L11 methyltransferase,AGU55269.1,11,,,,
2877,CP006706.1,Genbank,gene,1561778,1562917,,-,,gene-RSAU_001444,,,dnaJ,Gene,,,,,dnaJ,protein_coding,RSAU_001444,,,,,,,,
2878,CP006706.1,Genbank,CDS,1561778,1562917,,-,0,cds-AGU55270.1,NCBI_GP:AGU55270.1,,AGU55270.1,CDS,,,,,dnaJ,,RSAU_001444,gene-RSAU_001444,chaperone protein DnaJ,AGU55270.1,11,,,,
2879,CP006706.1,Genbank,gene,1563053,1564885,,-,,gene-RSAU_001445,,,dnaK,Gene,,,,,dnaK,protein_coding,RSAU_001445,,,,,,,,
2880,CP006706.1,Genbank,CDS,1563053,1564885,,-,0,cds-AGU55271.1,NCBI_GP:AGU55271.1,,AGU55271.1,CDS,,,,,dnaK,,RSAU_001445,gene-RSAU_001445,chaperone protein DnaK,AGU55271.1,11,,,,
2881,CP006706.1,Genbank,gene,1564954,1565580,,-,,gene-RSAU_001446,,,grpE,Gene,,,,,grpE,protein_coding,RSAU_001446,,,,,,,,
2882,CP006706.1,Genbank,CDS,1564954,1565580,,-,0,cds-AGU55272.1,NCBI_GP:AGU55272.1,,AGU55272.1,CDS,,,,,grpE,,RSAU_001446,gene-RSAU_001446,heat shock protein GrpE,AGU55272.1,11,,,,
2883,CP006706.1,Genbank,gene,1565612,1566589,,-,,gene-RSAU_001447,,,hrcA,Gene,,,,,hrcA,protein_coding,RSAU_001447,,,,,,,,
2884,CP006706.1,Genbank,CDS,1565612,1566589,,-,0,cds-AGU55273.1,NCBI_GP:AGU55273.1,,AGU55273.1,CDS,,,,,hrcA,,RSAU_001447,gene-RSAU_001447,heat-inducible transcription repressor HrcA,AGU55273.1,11,,,,
2885,CP006706.1,Genbank,gene,1566690,1567814,,-,,gene-RSAU_001448,,,hemN,Gene,,,,,hemN,protein_coding,RSAU_001448,,,,,,,,
2886,CP006706.1,Genbank,CDS,1566690,1567814,,-,0,cds-AGU55274.1,NCBI_GP:AGU55274.1,,AGU55274.1,CDS,,,,,hemN,,RSAU_001448,gene-RSAU_001448,oxygen-independent coproporphyrinogen III oxidase%2C putative,AGU55274.1,11,,,,
2887,CP006706.1,Genbank,gene,1568374,1570197,,-,,gene-RSAU_001449,,,lepA,Gene,,,,,lepA,protein_coding,RSAU_001449,,,,,,,,
2888,CP006706.1,Genbank,CDS,1568374,1570197,,-,0,cds-AGU55275.1,NCBI_GP:AGU55275.1,,AGU55275.1,CDS,,,,,lepA,,RSAU_001449,gene-RSAU_001449,GTP-binding protein LepA,AGU55275.1,11,,,,
2889,CP006706.1,Genbank,gene,1570543,1570794,,+,,gene-RSAU_001450,,,rpsT,Gene,,,,,rpsT,protein_coding,RSAU_001450,,,,,,,,
2890,CP006706.1,Genbank,CDS,1570543,1570794,,+,0,cds-AGU55276.1,NCBI_GP:AGU55276.1,,AGU55276.1,CDS,,,,,rpsT,,RSAU_001450,gene-RSAU_001450,30S ribosomal protein S20,AGU55276.1,11,,,,
2891,CP006706.1,Genbank,gene,1570839,1571813,,-,,gene-RSAU_001451,,,holA,Gene,,,,,holA,protein_coding,RSAU_001451,,,,,,,,
2892,CP006706.1,Genbank,CDS,1570839,1571813,,-,0,cds-AGU55277.1,NCBI_GP:AGU55277.1,,AGU55277.1,CDS,,,,,holA,,RSAU_001451,gene-RSAU_001451,DNA polymerase III%2C delta subunit,AGU55277.1,11,,,,
2893,CP006706.1,Genbank,gene,1571870,1574050,,-,,gene-RSAU_001452,,,comEC,Gene,,,,,comEC,protein_coding,RSAU_001452,,,,,,,,
2894,CP006706.1,Genbank,CDS,1571870,1574050,,-,0,cds-AGU55278.1,NCBI_GP:AGU55278.1,,AGU55278.1,CDS,,,,,comEC,,RSAU_001452,gene-RSAU_001452,DNA internalization-related competence protein ComEC/Rec2,AGU55278.1,11,,,,
2895,CP006706.1,Genbank,gene,1574076,1574537,,-,,gene-RSAU_001453,,,comEB,Gene,,,,,comEB,protein_coding,RSAU_001453,,,,,,,,
2896,CP006706.1,Genbank,CDS,1574076,1574537,,-,0,cds-AGU55279.1,NCBI_GP:AGU55279.1,,AGU55279.1,CDS,,,,,comEB,,RSAU_001453,gene-RSAU_001453,late competence deaminase protein,AGU55279.1,11,,,,
2897,CP006706.1,Genbank,gene,1574629,1575306,,-,,gene-RSAU_001454,,,comEA,Gene,,,,,comEA,protein_coding,RSAU_001454,,,,,,,,
2898,CP006706.1,Genbank,CDS,1574629,1575306,,-,0,cds-AGU55280.1,NCBI_GP:AGU55280.1,,AGU55280.1,CDS,,,,,comEA,,RSAU_001454,gene-RSAU_001454,comE operon protein 1-related protein ComEA,AGU55280.1,11,,,,
2899,CP006706.1,Genbank,gene,1575355,1576071,,-,,gene-RSAU_001455,,,RSAU_001455,Gene,,,,,,protein_coding,RSAU_001455,,,,,,,,
2900,CP006706.1,Genbank,CDS,1575355,1576071,,-,0,cds-AGU55281.1,NCBI_GP:AGU55281.1,,AGU55281.1,CDS,,,,,,,RSAU_001455,gene-RSAU_001455,methyltransferase%2C putative,AGU55281.1,11,,,,
2901,CP006706.1,Genbank,gene,1576074,1576427,,-,,gene-RSAU_001456,,,RSAU_001456,Gene,,,,,,protein_coding,RSAU_001456,,,,,,,,
2902,CP006706.1,Genbank,CDS,1576074,1576427,,-,0,cds-AGU55282.1,NCBI_GP:AGU55282.1,,AGU55282.1,CDS,,,,,,,RSAU_001456,gene-RSAU_001456,iojap-related protein,AGU55282.1,11,,,,
2903,CP006706.1,Genbank,gene,1576428,1577012,,-,,gene-RSAU_001457,,,RSAU_001457,Gene,,,,,,protein_coding,RSAU_001457,,,,,,,,
2904,CP006706.1,Genbank,CDS,1576428,1577012,,-,0,cds-AGU55283.1,NCBI_GP:AGU55283.1,,AGU55283.1,CDS,,,,,,,RSAU_001457,gene-RSAU_001457,putative metal dependent phosphohydrolases with conserved 'HD' motif,AGU55283.1,11,,,,
2905,CP006706.1,Genbank,gene,1577002,1577571,,-,,gene-RSAU_001458,,,nadD,Gene,,,,,nadD,protein_coding,RSAU_001458,,,,,,,,
2906,CP006706.1,Genbank,CDS,1577002,1577571,,-,0,cds-AGU55284.1,NCBI_GP:AGU55284.1,,AGU55284.1,CDS,,,,,nadD,,RSAU_001458,gene-RSAU_001458,nicotinate/nicotinamide nucleotide adenylyltransferase,AGU55284.1,11,,,,
2907,CP006706.1,Genbank,gene,1577574,1577864,,-,,gene-RSAU_001459,,,yhbY,Gene,,,,,yhbY,protein_coding,RSAU_001459,,,,,,,,
2908,CP006706.1,Genbank,CDS,1577574,1577864,,-,0,cds-AGU55285.1,NCBI_GP:AGU55285.1,,AGU55285.1,CDS,,,,,yhbY,,RSAU_001459,gene-RSAU_001459,CRM domain ribosomal assembly protein%2C putative,AGU55285.1,11,,,,
2909,CP006706.1,Genbank,gene,1577868,1578674,,-,,gene-RSAU_001460,,,aroE,Gene,,,,,aroE,protein_coding,RSAU_001460,,,,,,,,
2910,CP006706.1,Genbank,CDS,1577868,1578674,,-,0,cds-AGU55286.1,NCBI_GP:AGU55286.1,,AGU55286.1,CDS,,,,,aroE,,RSAU_001460,gene-RSAU_001460,shikimate 5-dehydrogenase,AGU55286.1,11,,,,
2911,CP006706.1,Genbank,gene,1578688,1579788,,-,,gene-RSAU_001461,,,yqeH,Gene,,,,,yqeH,protein_coding,RSAU_001461,,,,,,,,
2912,CP006706.1,Genbank,CDS,1578688,1579788,,-,0,cds-AGU55287.1,NCBI_GP:AGU55287.1,,AGU55287.1,CDS,,,,,yqeH,,RSAU_001461,gene-RSAU_001461,GTPase%2C putative,AGU55287.1,11,,,,
2913,CP006706.1,Genbank,gene,1579789,1580316,,-,,gene-RSAU_001462,,,RSAU_001462,Gene,,,,,,protein_coding,RSAU_001462,,,,,,,,
2914,CP006706.1,Genbank,CDS,1579789,1580316,,-,0,cds-AGU55288.1,NCBI_GP:AGU55288.1,,AGU55288.1,CDS,,,,,,,RSAU_001462,gene-RSAU_001462,HAD-superfamily hydrolase,AGU55288.1,11,,,,
2915,CP006706.1,Genbank,gene,1580336,1581022,,-,,gene-RSAU_001463,,,mtnN,Gene,,,,,mtnN,protein_coding,RSAU_001463,,,,,,,,
2916,CP006706.1,Genbank,CDS,1580336,1581022,,-,0,cds-AGU55289.1,NCBI_GP:AGU55289.1,,AGU55289.1,CDS,,,,,mtnN,,RSAU_001463,gene-RSAU_001463,5-methylthioadenosine/S-adenosylhomocysteine nucleosidase,AGU55289.1,11,,,,
2917,CP006706.1,Genbank,gene,1581805,1582509,,-,,gene-RSAU_001464,,,RSAU_001464,Gene,,,,,,protein_coding,RSAU_001464,,,,,,,,
2918,CP006706.1,Genbank,CDS,1581805,1582509,,-,0,cds-AGU55290.1,NCBI_GP:AGU55290.1,,AGU55290.1,CDS,,,,,,,RSAU_001464,gene-RSAU_001464,enterotoxin type A%2C putative,AGU55290.1,11,,,,
2919,CP006706.1,Genbank,gene,1583091,1584191,,-,,gene-RSAU_001465,,,RSAU_001465,Gene,,,,,,protein_coding,RSAU_001465,,,,,,,,
2920,CP006706.1,Genbank,CDS,1583091,1584191,,-,0,cds-AGU55291.1,NCBI_GP:AGU55291.1,,AGU55291.1,CDS,,,,,,,RSAU_001465,gene-RSAU_001465,Fic family protein,AGU55291.1,11,,,,
2921,CP006706.1,Genbank,gene,1584479,1585678,,-,,gene-RSAU_001466,,,RSAU_001466,Gene,,,,,,protein_coding,RSAU_001466,,,,,,,,
2922,CP006706.1,Genbank,CDS,1584479,1585678,,-,0,cds-AGU55292.1,NCBI_GP:AGU55292.1,,AGU55292.1,CDS,,,,,,,RSAU_001466,gene-RSAU_001466,NRAMP family transporter,AGU55292.1,11,,,,
2923,CP006706.1,Genbank,gene,1585721,1586473,,-,,gene-RSAU_001467,,,RSAU_001467,Gene,,,,,,protein_coding,RSAU_001467,,,,,,,,
2924,CP006706.1,Genbank,CDS,1585721,1586473,,-,0,cds-AGU55293.1,NCBI_GP:AGU55293.1,,AGU55293.1,CDS,,,,,,,RSAU_001467,gene-RSAU_001467,LamB/YcsF family protein,AGU55293.1,11,,,,
2925,CP006706.1,Genbank,gene,1586473,1587834,,-,,gene-RSAU_001468,,,accC2,Gene,,,,,accC2,protein_coding,RSAU_001468,,,,,,,,
2926,CP006706.1,Genbank,CDS,1586473,1587834,,-,0,cds-AGU55294.1,NCBI_GP:AGU55294.1,,AGU55294.1,CDS,,,,,accC2,,RSAU_001468,gene-RSAU_001468,acetyl-CoA biotin carboxylase,AGU55294.1,11,,,,
2927,CP006706.1,Genbank,gene,1587848,1588297,,-,,gene-RSAU_001469,,,accB2,Gene,,,,,accB2,protein_coding,RSAU_001469,,,,,,,,
2928,CP006706.1,Genbank,CDS,1587848,1588297,,-,0,cds-AGU55295.1,NCBI_GP:AGU55295.1,,AGU55295.1,CDS,,,,,accB2,,RSAU_001469,gene-RSAU_001469,acetyl-CoA carboxylase%2C biotin carboxyl carrier protein%2C putative,AGU55295.1,11,,,,
2929,CP006706.1,Genbank,gene,1588299,1589309,,-,,gene-RSAU_001470,,,RSAU_001470,Gene,,,,,,protein_coding,RSAU_001470,,,,,,,,
2930,CP006706.1,Genbank,CDS,1588299,1589309,,-,0,cds-AGU55296.1,NCBI_GP:AGU55296.1,,AGU55296.1,CDS,,,,,,,RSAU_001470,gene-RSAU_001470,allophanate hydrolase subunit 2,AGU55296.1,11,,,,
2931,CP006706.1,Genbank,gene,1589299,1590033,,-,,gene-RSAU_001471,,,RSAU_001471,Gene,,,,,,protein_coding,RSAU_001471,,,,,,,,
2932,CP006706.1,Genbank,CDS,1589299,1590033,,-,0,cds-AGU55297.1,NCBI_GP:AGU55297.1,,AGU55297.1,CDS,,,,,,,RSAU_001471,gene-RSAU_001471,allophanate hydrolase subunit 1,AGU55297.1,11,,,,
2933,CP006706.1,Genbank,gene,1590360,1590836,,-,,gene-RSAU_001472,,,greA,Gene,,,,,greA,protein_coding,RSAU_001472,,,,,,,,
2934,CP006706.1,Genbank,CDS,1590360,1590836,,-,0,cds-AGU55298.1,NCBI_GP:AGU55298.1,,AGU55298.1,CDS,,,,,greA,,RSAU_001472,gene-RSAU_001472,transcription elongation factor GreA,AGU55298.1,11,,,,
2935,CP006706.1,Genbank,gene,1590864,1591487,,-,,gene-RSAU_001473,,,udk,Gene,,,,,udk,protein_coding,RSAU_001473,,,,,,,,
2936,CP006706.1,Genbank,CDS,1590864,1591487,,-,0,cds-AGU55299.1,NCBI_GP:AGU55299.1,,AGU55299.1,CDS,,,,,udk,,RSAU_001473,gene-RSAU_001473,uridine monophosphate kinase,AGU55299.1,11,,,,
2937,CP006706.1,Genbank,gene,1591487,1592755,,-,,gene-RSAU_001474,,,RSAU_001474,Gene,,,,,,protein_coding,RSAU_001474,,,,,,,,
2938,CP006706.1,Genbank,CDS,1591487,1592755,,-,0,cds-AGU55300.1,NCBI_GP:AGU55300.1,,AGU55300.1,CDS,,,,,,,RSAU_001474,gene-RSAU_001474,peptidase%2C U32 family,AGU55300.1,11,,,,
2939,CP006706.1,Genbank,gene,1592767,1593690,,-,,gene-RSAU_001475,,,RSAU_001475,Gene,,,,,,protein_coding,RSAU_001475,,,,,,,,
2940,CP006706.1,Genbank,CDS,1592767,1593690,,-,0,cds-AGU55301.1,NCBI_GP:AGU55301.1,,AGU55301.1,CDS,,,,,,,RSAU_001475,gene-RSAU_001475,peptidase%2C U32 family,AGU55301.1,11,,,,
2941,CP006706.1,Genbank,gene,1593693,1594331,,-,,gene-RSAU_001476,,,RSAU_001476,Gene,,,,,,protein_coding,RSAU_001476,,,,,,,,
2942,CP006706.1,Genbank,CDS,1593693,1594331,,-,0,cds-AGU55302.1,NCBI_GP:AGU55302.1,,AGU55302.1,CDS,,,,,,,RSAU_001476,gene-RSAU_001476,O-methyltransferase%2C predicted,AGU55302.1,11,,,,
2943,CP006706.1,Genbank,gene,1594616,1594924,,-,,gene-RSAU_001477,,,RSAU_001477,Gene,,,,,,protein_coding,RSAU_001477,,,,,,,,
2944,CP006706.1,Genbank,CDS,1594616,1594924,,-,0,cds-AGU55303.1,NCBI_GP:AGU55303.1,,AGU55303.1,CDS,,,,,,,RSAU_001477,gene-RSAU_001477,hypothetical protein,AGU55303.1,11,,,,
2945,CP006706.1,Genbank,gene,1594939,1595367,,-,,gene-RSAU_001478,,,RSAU_001478,Gene,,,,,,protein_coding,RSAU_001478,,,,,,,,
2946,CP006706.1,Genbank,CDS,1594939,1595367,,-,0,cds-AGU55304.1,NCBI_GP:AGU55304.1,,AGU55304.1,CDS,,,,,,,RSAU_001478,gene-RSAU_001478,Holliday junction resolvase%2C putative,AGU55304.1,11,,,,
2947,CP006706.1,Genbank,gene,1595371,1595631,,-,,gene-RSAU_001479,,,RSAU_001479,Gene,,,,,,protein_coding,RSAU_001479,,,,,,,,
2948,CP006706.1,Genbank,CDS,1595371,1595631,,-,0,cds-AGU55305.1,NCBI_GP:AGU55305.1,,AGU55305.1,CDS,,,,,,,RSAU_001479,gene-RSAU_001479,hypothetical protein with DUF935,AGU55305.1,11,,,,
2949,CP006706.1,Genbank,gene,1595694,1598327,,-,,gene-RSAU_001480,,,alaS,Gene,,,,,alaS,protein_coding,RSAU_001480,,,,,,,,
2950,CP006706.1,Genbank,CDS,1595694,1598327,,-,0,cds-AGU55306.1,NCBI_GP:AGU55306.1,,AGU55306.1,CDS,,,,,alaS,,RSAU_001480,gene-RSAU_001480,alanyl-tRNA synthetase,AGU55306.1,11,,,,
2951,CP006706.1,Genbank,gene,1598666,1601143,,-,,gene-RSAU_001481,,,RSAU_001481,Gene,,,,,,protein_coding,RSAU_001481,,,,,,,,
2952,CP006706.1,Genbank,CDS,1598666,1601143,,-,0,cds-AGU55307.1,NCBI_GP:AGU55307.1,,AGU55307.1,CDS,,,,,,,RSAU_001481,gene-RSAU_001481,RecD-TraA family helicase%2C putative,AGU55307.1,11,,,,
2953,CP006706.1,Genbank,gene,1601145,1601813,,-,,gene-RSAU_001482,,,RSAU_001482,Gene,,,,,,protein_coding,RSAU_001482,,,,,,,,
2954,CP006706.1,Genbank,CDS,1601145,1601813,,-,0,cds-AGU55308.1,NCBI_GP:AGU55308.1,,AGU55308.1,CDS,,,,,,,RSAU_001482,gene-RSAU_001482,TPR domain protein,AGU55308.1,11,,,,
2955,CP006706.1,Genbank,gene,1602450,1603568,,-,,gene-RSAU_001483,,,trmU,Gene,,,,,trmU,protein_coding,RSAU_001483,,,,,,,,
2956,CP006706.1,Genbank,CDS,1602450,1603568,,-,0,cds-AGU55309.1,NCBI_GP:AGU55309.1,,AGU55309.1,CDS,,,,,trmU,,RSAU_001483,gene-RSAU_001483,tRNA-specific 5-methylaminomethyl-2-thiouridylate-methyltransferase,AGU55309.1,11,,,,
2957,CP006706.1,Genbank,gene,1603569,1604711,,-,,gene-RSAU_001484,,,RSAU_001484,Gene,,,,,,protein_coding,RSAU_001484,,,,,,,,
2958,CP006706.1,Genbank,CDS,1603569,1604711,,-,0,cds-AGU55310.1,NCBI_GP:AGU55310.1,,AGU55310.1,CDS,,,,,,,RSAU_001484,gene-RSAU_001484,cysteine desulfurase%2C putative,AGU55310.1,11,,,,
2959,CP006706.1,Genbank,gene,1605023,1606036,,+,,gene-RSAU_001485,,,RSAU_001485,Gene,,,,,,protein_coding,RSAU_001485,,,,,,,,
2960,CP006706.1,Genbank,CDS,1605023,1606036,,+,0,cds-AGU55311.1,NCBI_GP:AGU55311.1,,AGU55311.1,CDS,,,,,,,RSAU_001485,gene-RSAU_001485,flavin-dependent oxidoreductase%2C putative,AGU55311.1,11,,,,
2961,CP006706.1,Genbank,gene,1606273,1606419,,-,,gene-RSAU_001486,,,RSAU_001486,Gene,,,,,,protein_coding,RSAU_001486,,,,,,,,
2962,CP006706.1,Genbank,CDS,1606273,1606419,,-,0,cds-AGU55312.1,NCBI_GP:AGU55312.1,,AGU55312.1,CDS,,,,,,,RSAU_001486,gene-RSAU_001486,hypothetical protein,AGU55312.1,11,,,,
2963,CP006706.1,Genbank,gene,1606459,1606641,,-,,gene-RSAU_001487,,,RSAU_001487,Gene,,,,,,protein_coding,RSAU_001487,,,,,,,,
2964,CP006706.1,Genbank,CDS,1606459,1606641,,-,0,cds-AGU55313.1,NCBI_GP:AGU55313.1,,AGU55313.1,CDS,,,,,,,RSAU_001487,gene-RSAU_001487,putative staphylococcal protein,AGU55313.1,11,,,,
2965,CP006706.1,Genbank,gene,1606741,1607163,,-,,gene-RSAU_001488,,,RSAU_001488,Gene,,,,,,protein_coding,RSAU_001488,,,,,,,,
2966,CP006706.1,Genbank,CDS,1606741,1607163,,-,0,cds-AGU55314.1,NCBI_GP:AGU55314.1,,AGU55314.1,CDS,,,,,,,RSAU_001488,gene-RSAU_001488,transcriptional regulator%2C putative,AGU55314.1,11,,,,
2967,CP006706.1,Genbank,gene,1607248,1608522,,+,,gene-RSAU_001489,,,RSAU_001489,Gene,,,,,,protein_coding,RSAU_001489,,,,,,,,
2968,CP006706.1,Genbank,CDS,1607248,1608522,,+,0,cds-AGU55315.1,NCBI_GP:AGU55315.1,,AGU55315.1,CDS,,,,,,,RSAU_001489,gene-RSAU_001489,recombination factor RarA,AGU55315.1,11,,,,
2969,CP006706.1,Genbank,gene,1608683,1609456,,-,,gene-RSAU_001490,,,RSAU_001490,Gene,,,,,,protein_coding,RSAU_001490,,,,,,,,
2970,CP006706.1,Genbank,CDS,1608683,1609456,,-,0,cds-AGU55316.1,NCBI_GP:AGU55316.1,,AGU55316.1,CDS,,,,,,,RSAU_001490,gene-RSAU_001490,molybdopterin/thiamine biosynthesis dinucleotide-utilizing enzyme%2C putative,AGU55316.1,11,,,,
2971,CP006706.1,Genbank,gene,1609917,1611683,,-,,gene-RSAU_001491,,,aspS,Gene,,,,,aspS,protein_coding,RSAU_001491,,,,,,,,
2972,CP006706.1,Genbank,CDS,1609917,1611683,,-,0,cds-AGU55317.1,NCBI_GP:AGU55317.1,,AGU55317.1,CDS,,,,,aspS,,RSAU_001491,gene-RSAU_001491,aspartyl-tRNA synthetase,AGU55317.1,11,,,,
2973,CP006706.1,Genbank,gene,1611699,1612961,,-,,gene-RSAU_001492,,,hisS,Gene,,,,,hisS,protein_coding,RSAU_001492,,,,,,,,
2974,CP006706.1,Genbank,CDS,1611699,1612961,,-,0,cds-AGU55318.1,NCBI_GP:AGU55318.1,,AGU55318.1,CDS,,,,,hisS,,RSAU_001492,gene-RSAU_001492,histidyl-tRNA synthetase,AGU55318.1,11,,,,
2975,CP006706.1,Genbank,gene,1613422,1614297,,-,,gene-RSAU_001493,,,lytH,Gene,,,,,lytH,protein_coding,RSAU_001493,,,,,,,,
2976,CP006706.1,Genbank,CDS,1613422,1614297,,-,0,cds-AGU55319.1,NCBI_GP:AGU55319.1,,AGU55319.1,CDS,,,,,lytH,,RSAU_001493,gene-RSAU_001493,N-acetylmuramoyl-L-alanine amidase,AGU55319.1,11,,,,
2977,CP006706.1,Genbank,gene,1614294,1614746,,-,,gene-RSAU_001494,,,dtd,Gene,,,,,dtd,protein_coding,RSAU_001494,,,,,,,,
2978,CP006706.1,Genbank,CDS,1614294,1614746,,-,0,cds-AGU55320.1,NCBI_GP:AGU55320.1,,AGU55320.1,CDS,,,,,dtd,,RSAU_001494,gene-RSAU_001494,D-tyrosyl-tRNA(Tyr) deacylase,AGU55320.1,11,,,,
2979,CP006706.1,Genbank,gene,1614758,1616947,,-,,gene-RSAU_001495,,,relA,Gene,,,,,relA,protein_coding,RSAU_001495,,,,,,,,
2980,CP006706.1,Genbank,CDS,1614758,1616947,,-,0,cds-AGU55321.1,NCBI_GP:AGU55321.1,,AGU55321.1,CDS,,,,,relA,,RSAU_001495,gene-RSAU_001495,GTP pyrophosphokinase,AGU55321.1,11,,,,
2981,CP006706.1,Genbank,gene,1617374,1617892,,-,,gene-RSAU_001496,,,apt,Gene,,,,,apt,protein_coding,RSAU_001496,,,,,,,,
2982,CP006706.1,Genbank,CDS,1617374,1617892,,-,0,cds-AGU55322.1,NCBI_GP:AGU55322.1,,AGU55322.1,CDS,,,,,apt,,RSAU_001496,gene-RSAU_001496,adenine phosphoribosyltransferase,AGU55322.1,11,,,,
2983,CP006706.1,Genbank,gene,1617914,1620187,,-,,gene-RSAU_001497,,,recJ,Gene,,,,,recJ,protein_coding,RSAU_001497,,,,,,,,
2984,CP006706.1,Genbank,CDS,1617914,1620187,,-,0,cds-AGU55323.1,NCBI_GP:AGU55323.1,,AGU55323.1,CDS,,,,,recJ,,RSAU_001497,gene-RSAU_001497,single-stranded-DNA-specific exonuclease RecJ,AGU55323.1,11,,,,
2985,CP006706.1,Genbank,gene,1620390,1622669,,-,,gene-RSAU_001498,,,secDF,Gene,,,,,secDF,protein_coding,RSAU_001498,,,,,,,,
2986,CP006706.1,Genbank,CDS,1620390,1622669,,-,0,cds-AGU55324.1,NCBI_GP:AGU55324.1,,AGU55324.1,CDS,,,,,secDF,,RSAU_001498,gene-RSAU_001498,bifunctional preprotein translocase subunit SecD/SecF,AGU55324.1,11,,,,
2987,CP006706.1,Genbank,gene,1622944,1623204,,-,,gene-RSAU_001499,,,yajC,Gene,,,,,yajC,protein_coding,RSAU_001499,,,,,,,,
2988,CP006706.1,Genbank,CDS,1622944,1623204,,-,0,cds-AGU55325.1,NCBI_GP:AGU55325.1,,AGU55325.1,CDS,,,,,yajC,,RSAU_001499,gene-RSAU_001499,preprotein translocase%2C YajC subunit,AGU55325.1,11,,,,
2989,CP006706.1,Genbank,gene,1623223,1624362,,-,,gene-RSAU_001500,,,tgt,Gene,,,,,tgt,protein_coding,RSAU_001500,,,,,,,,
2990,CP006706.1,Genbank,CDS,1623223,1624362,,-,0,cds-AGU55326.1,NCBI_GP:AGU55326.1,,AGU55326.1,CDS,,,,,tgt,,RSAU_001500,gene-RSAU_001500,queuine tRNA-ribosyltransferase,AGU55326.1,11,,,,
2991,CP006706.1,Genbank,gene,1624385,1625410,,-,,gene-RSAU_001501,,,queA,Gene,,,,,queA,protein_coding,RSAU_001501,,,,,,,,
2992,CP006706.1,Genbank,CDS,1624385,1625410,,-,0,cds-AGU55327.1,NCBI_GP:AGU55327.1,,AGU55327.1,CDS,,,,,queA,,RSAU_001501,gene-RSAU_001501,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,AGU55327.1,11,,,,
2993,CP006706.1,Genbank,gene,1625412,1626416,,-,,gene-RSAU_001502,,,ruvB,Gene,,,,,ruvB,protein_coding,RSAU_001502,,,,,,,,
2994,CP006706.1,Genbank,CDS,1625412,1626416,,-,0,cds-AGU55328.1,NCBI_GP:AGU55328.1,,AGU55328.1,CDS,,,,,ruvB,,RSAU_001502,gene-RSAU_001502,Holliday junction DNA helicase RuvB,AGU55328.1,11,,,,
2995,CP006706.1,Genbank,gene,1626448,1627050,,-,,gene-RSAU_001503,,,ruvA,Gene,,,,,ruvA,protein_coding,RSAU_001503,,,,,,,,
2996,CP006706.1,Genbank,CDS,1626448,1627050,,-,0,cds-AGU55329.1,NCBI_GP:AGU55329.1,,AGU55329.1,CDS,,,,,ruvA,,RSAU_001503,gene-RSAU_001503,Holliday junction DNA helicase RuvA,AGU55329.1,11,,,,
